file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120104_www.money.pl_2e02bf49514d3d569d8f0fcfa5a76108ffe8cd69ba6770e1bafdb9e4	34.57	83.19	21.82	0.00	0.00	0.00	381	77	1365	0	17	0
20120104_www.money.pl_8849f52a52f6e165cfa84fe7f3fadc3d75a2150204c19ca4fda57bfa	56.26	91.44	40.63	0.00	0.00	0.00	438	41	640	0	11	0
20120104_www.money.pl_e7ba8f2d7d697eb07d171de9f2d33a494d57e2fc44dce04b805450e1	34.63	85.22	21.73	0.00	0.00	0.00	173	30	623	0	7	0
20120104_www.pb.pl_07becbe0b3d63b6f056fffa02e7fe4db5c61763678a4b67a2c6b719d	19.53	81.40	11.10	0.00	0.00	0.00	105	24	841	0	5	0
20120104_www.pb.pl_493c924d87c7b1606e49a203d6bce858ec5b6cdb399289c2ac8a6ec0	28.89	36.45	23.93	0.00	0.00	0.00	39	68	124	0	6	0
20120104_www.pb.pl_5ea17f87433d706d5d855a6fa02de6b0c63bce77e39bffd7f075111c	24.57	79.89	14.52	0.00	0.00	0.00	143	36	842	0	9	0
20120104_www.polskatimes.pl_e073b3b2f4e309bca5866b84771d5e73126b75d8d0a1c6811eb440ad	1.30	1.99	0.97	0.00	0.00	0.00	11	542	1123	0	13	0
20120104_www.rmf24.pl_39c9c81d1e09f7d3628fac5e3cd02e18e3a5a414273b98a8966f1dba	0.88	1.77	0.59	0.00	0.00	0.00	5	278	843	0	7	0
20120104_www.rmf24.pl_9cbbfd84d97cbef8fd5f92470aec0a39e25cac2217abc49508b84251	0.23	0.52	0.15	0.00	0.00	0.00	1	192	688	0	7	0
20120104_www.rmf24.pl_a1781b00624e65dbb11296c1440f96091879dbe0c147b7c4c9c3eea9	0.00	0.00	0.00	0.00	0.00	0.00	0	183	506	0	7	0
20120104_www.rmf24.pl_f40528ee132a85ac611099332e36c80ca3b2303614499ebe1be999d8	0.47	1.38	0.28	0.00	0.00	0.00	2	143	700	0	7	0
20120104_www.rmf24.pl_f855b922968bad3aad3e602bffd0cf52f85e6310bcdccac4cc775317	0.00	0.00	0.00	0.00	0.00	0.00	0	222	723	0	7	0
20120104_www.rp.pl_1c1a5b46b0eebfbee8bf8f007178e787d942f8cb27ead7ceb6442298	0.08	0.17	0.05	0.00	0.00	0.00	1	580	1934	0	12	0
20120104_www.rp.pl_1d9e0b8e5ef2b9df4291360b7c0d70fa4a28273668acebda40278d09	0.56	0.91	0.40	0.00	0.00	0.00	3	326	745	0	9	0
20120104_www.rp.pl_81eee2d392ad20946df2eac3bac84b18c39296c0df3e4610526e6bcc	0.56	0.71	0.46	0.00	0.00	0.00	5	697	1073	0	36	0
20120104_www.rp.pl_87d4a1c9119685f677dc26f92d5978c189feb780cb64119dea9814b2	0.16	0.34	0.10	0.00	0.00	0.00	2	579	1933	0	15	0
20120104_www.rp.pl_ab220cc64040c66965c70b3d0e6f51ff8635495202c13787d31bb131	0.00	0.00	0.00	0.00	0.00	0.00	0	416	748	0	13	0
20120104_www.rp.pl_d2f2e90bf41b6852294e12d0ec92a1281f16c1a03ecb49aab8060771	0.00	0.00	0.00	0.00	0.00	0.00	0	644	1935	0	14	0
20120104_www.rp.pl_f81af95920da04070d0da2aad0505535c105c03e452c380228aaef05	1.46	2.58	1.02	0.00	0.00	0.00	11	415	1067	0	14	0
20120104_www.se.pl_150d37a1ae4d3cbf4e188b12ca6c3c5331d63cef665e32148a7adef8	0.65	0.69	0.62	0.00	0.00	0.00	4	579	637	0	15	0
20120104_www.se.pl_3ee27ec46069a1837a8f6923ff91e7590131d1dc25dacbd1252ff86b	0.00	0.00	0.00	0.00	0.00	0.00	0	372	26	0	12	0
20120104_www.se.pl_4226ebd995e7a725c7b4b0bbcf6438f4a2ff098bbbd134b61bc6289f	0.24	0.29	0.20	0.00	0.00	0.00	1	343	505	0	11	0
20120104_www.se.pl_f45cbbd8935ea62a022a1fea46a892fcc4923d56a8b9de2b5cdf999d	1.54	0.99	3.41	0.00	0.00	0.00	6	598	170	0	22	0
20120104_www.tanea.gr_03b418a9b74aa759633cfb725ef79eed0ef15e0918f9d7975fe3cd47	55.90	86.78	41.22	0.00	0.00	0.00	256	39	365	0	8	0
20120104_www.tanea.gr_3353dacd38129ea453c873bf301a2fdea08c3a121709d774bc2ca85a	49.16	82.71	34.98	0.00	0.00	0.00	220	46	409	0	10	0
20120104_www.tanea.gr_4856692393303ac0750faa08921b46275dbf7b8743a1784b3a02e16c	59.10	88.15	44.44	0.00	0.00	0.00	320	43	400	0	10	0
20120104_www.vz.ru_257449f0b1eef17ec078302d949f2fce040e9b06e3044376053cbcf4	0.25	0.59	0.16	0.00	0.00	0.00	1	168	630	0	8	0
20120104_www.wprost.pl_2c85ad6b928756f56f7083db5bc3c0d5906cb9df2198ed8f44b7807d	36.91	87.77	23.37	0.00	0.00	0.00	165	23	541	0	4	0
20120104_www.wprost.pl_79846d2bda37e850309d25383bb5b75b88352a566b8a1ff39ab8ed08	46.28	89.58	31.20	0.00	0.00	0.00	258	30	569	0	7	0
20120104_www.wprost.pl_91003861ef4b93425b7c1bbad7c6b86eb7cb40e62e323dc90c54b4a2	35.21	89.25	21.93	0.00	0.00	0.00	191	23	680	0	4	0
20120104_www.wprost.pl_a8aec2cd35e73ac6c25db4fcf20f1c69b06d31166f0594b86347b2ee	47.09	90.03	31.88	0.00	0.00	0.00	271	30	579	0	7	0
20120104_www.wprost.pl_bc697e337c7d1bab12e06506f0c6874c0606fb0326b89524755b75e1	34.80	86.01	21.81	0.00	0.00	0.00	166	27	595	0	5	0
20120104_www.wprost.pl_c053d2deaaf1c748b0f9bde19116651d0534fa64441c8637103a5e29	42.75	88.26	28.21	0.00	0.00	0.00	233	31	593	0	7	0
20120104_www.wprost.pl_e403cda319e9ed5a44d52cb5ad972b9fe31025d491c0eb8a852e4c14	28.98	84.62	17.48	0.00	0.00	0.00	143	26	675	0	5	0
20120104_www.wspolczesna.pl_09c9b146c47490b4107875a95643f0447db3a0691ef65958b0acecc7	1.08	1.56	0.83	0.00	0.00	0.00	7	442	841	0	13	0
20120104_www.wspolczesna.pl_cffe17a28ba0f985bc2c32ef16d1ef48e4df8c9e2b0fff915c203366	27.55	79.35	16.67	0.00	0.00	0.00	123	32	615	0	6	0
20120104_www.wspolczesna.pl_de4f48a71ccb03b4b2883d4eb1a26b193a2cbde433338195c39e4901	30.91	72.86	19.62	0.00	0.00	0.00	153	57	627	0	9	0
20120104_wyborcza.pl_53d7181ad4ec862f82009bacf88ca9a99cd103b44508c441456fdc32	0.21	0.50	0.13	0.00	0.00	0.00	1	200	747	0	6	0
20120104_wyborcza.pl_76b38c4c0978deb251ad4186f51ad08502005160dc2885950ab7ef04	1.83	4.07	1.18	0.00	0.00	0.00	9	212	756	0	10	0
20120104_wyborcza.pl_a79c370fa57c75e6b73c6e1a9862802513afe9dce6a86a1a43e9be68	0.66	0.36	4.00	0.00	0.00	0.00	2	558	48	0	12	0
20120105_goodcontents.net_d3d973b9ef61722241c1895ccf3226ee946d67ce816ac725955be986	75.14	91.89	63.55	0.00	0.00	0.00	680	60	390	0	24	0
20120105_health.in.gr_004c53da77f6a9296a961382585a3245aa5e4b1d2a8c27b2c0b05f0a	52.39	86.43	37.58	0.00	0.00	0.00	395	62	656	0	17	0
20120105_health.in.gr_2d5283f445d02655a1938ade9ef89594f9f3703bcccbcdab7e34ebef	56.29	89.55	41.04	0.00	0.00	0.00	394	46	566	0	11	0
20120105_health.in.gr_4a7cc31923297628d65e4bb867cc70cd36d4943d943638e7c5c67110	62.71	89.27	48.33	0.00	0.00	0.00	549	66	587	0	17	0
20120105_health.in.gr_84db9e562bf0c4d0615291729f4f4e7ea9f6bf332227db41acf2ea1c	32.21	87.06	19.76	0.00	0.00	0.00	148	22	601	0	5	0
20120105_health.in.gr_95529ecbcd447882db17066571410eaa5abb659669410269e309d7ff	60.91	88.85	46.33	0.00	0.00	0.00	518	65	600	0	15	0
20120105_health.in.gr_9aff1149c40ef5839c0c58532ceac309a5ea459588a12c3a24408ea2	50.68	87.94	35.60	0.00	0.00	0.00	299	41	541	0	11	0
20120105_health.in.gr_c46670d6a0dbfb0d3ed686dd447da10856af76a947ff3f61cb6956a9	40.73	87.27	26.57	0.00	0.00	0.00	233	34	644	0	8	0
20120105_health.in.gr_ce02e86026b514251d6e6f8541c9650917fc21da910b24778e3c6c83	53.75	87.31	38.83	0.00	0.00	0.00	344	50	542	0	10	0
20120105_health.in.gr_d0530b7dc9d3e8806ed8ea3e4a42598a6bb41a4926ac876875d9ef3b	54.44	90.98	38.84	0.00	0.00	0.00	343	34	540	0	8	0
20120105_health.in.gr_e8edbd1ecc4b35d45dc569b9758af3498eba78c3aed809bb0269a1c1	54.74	87.37	39.85	0.00	0.00	0.00	436	63	658	0	15	0
20120105_www.biolog.pl_183e757bd483767ac212b27981d1402ba1ff5227c483a602136df269	2.22	1.82	2.84	0.00	0.00	0.00	5	270	171	0	9	0
20120105_www.biolog.pl_18f25bfb9bb01f9fbf381bb9f11d90daa713d7739e8eb1475e750817	4.79	6.03	3.98	0.00	0.00	0.00	7	109	169	0	5	0
20120105_www.biolog.pl_18fa987c4df0404a2a81a488b1c87144123c6f9aac96f4ab89ec37c0	1.72	1.15	3.41	0.00	0.00	0.00	6	517	170	0	13	0
20120105_www.biolog.pl_306b8101d03d29a1ee66c57786538a26ee98577075c873767a787a68	2.56	2.33	2.84	0.00	0.00	0.00	5	210	171	0	8	0
20120105_www.biolog.pl_3a8e2192561c41a585e67a0d199b69f11532fcfc01c8d919219ae42f	2.15	2.04	2.27	0.00	0.00	0.00	4	192	172	0	7	0
20120105_www.biolog.pl_458dc323d6fecf12318de0d36bb9317f6bd756684cc50211fde2d884	2.39	2.07	2.84	0.00	0.00	0.00	5	237	171	0	8	0
20120105_www.biolog.pl_7c3b047ae678cbf0aab0b7b7dfb357b3d41868b90f16f3b227a3c491	1.78	1.30	2.84	0.00	0.00	0.00	5	380	171	0	9	0
20120105_www.biolog.pl_9940d454b979f8443862031fc3022a424ef673d3609b8652bf8f2e23	1.38	0.91	2.84	0.00	0.00	0.00	5	542	171	0	11	0
20120105_www.biolog.pl_a016490eff21b1267a3eac8194936de785fbeb75780cafa93f326a58	1.49	1.10	2.27	0.00	0.00	0.00	4	358	172	0	15	0
20120105_www.biolog.pl_dd87ecef89e13dc525faa303c9c91962e817146f1eab62bd4cbd49e7	1.25	0.99	1.70	0.00	0.00	0.00	3	301	173	0	8	0
20120105_www.iatronet.gr_23464b6d55853b749a8b1e0be1ba84bf1b0a850621da453dee215dad	33.12	83.33	20.67	0.00	0.00	0.00	130	26	499	0	5	0
20120105_www.iatronet.gr_337af06773b53fbd71a24f9afab26564ba117c2f81d2b526f9d08121	13.15	66.67	7.29	0.00	0.00	0.00	38	19	483	0	3	0
20120105_www.iatronet.gr_3ae12d87cee7ca736bd9e95dfcf7b297cd86198eeff9c1c23d5a06d9	11.38	61.11	6.27	0.00	0.00	0.00	33	21	493	0	3	0
20120105_www.iatronet.gr_3c658790e4145694b954a2018111cf5dab6c85e8da48b0d9a9957e9f	11.49	45.95	6.56	0.00	0.00	0.00	34	40	484	0	6	0
20120105_www.iatronet.gr_4aa56bb54d911f4028542d434ab247d8cb5911c5d1acbdd9406ac859	31.11	81.51	19.22	0.00	0.00	0.00	119	27	500	0	4	0
20120105_www.iatronet.gr_4d35ad34c0394e80a3c921b7ea922bf76f6df87e28711ffbcacd9d38	11.51	62.75	6.34	0.00	0.00	0.00	32	19	473	0	3	0
20120105_www.iatronet.gr_4d796b56bc5459bdc651928263d79cb6923e3481e78bea4612d58bd7	12.07	64.81	6.65	0.00	0.00	0.00	35	19	491	0	3	0
20120105_www.iatronet.gr_592fa311de7833d5d1ece2963aa544e055bf7a765e7d0414c7c2bc5e	43.46	84.85	29.21	0.00	0.00	0.00	196	35	475	0	7	0
20120105_www.iatronet.gr_5eec159d756e40bbe033d83be4fe03418495c4dc5af85999663a58f0	10.89	51.56	6.09	0.00	0.00	0.00	33	31	509	0	3	0
20120105_www.iatronet.gr_6682b2563f1e08d6fc34d95f38dfe00e0168e0d2dfa2b37c33c8f0da	13.31	62.50	7.45	0.00	0.00	0.00	40	24	497	0	4	0
20120105_www.iatronet.gr_98e29d2767115b1eec228b6b1d5324684f1e377a61ff2992511a092c	23.89	73.64	14.26	0.00	0.00	0.00	81	29	487	0	4	0
20120105_www.iatronet.gr_a7fac937931bd32d79c8a3bfc62a8c40fa80040d39a0a4eb4217b899	10.60	60.00	5.81	0.00	0.00	0.00	30	20	486	0	3	0
20120105_www.iatronet.gr_b14375ab46160ef5bfa6ad36b032440f1a35cab51049b090d00c1251	12.07	64.81	6.65	0.00	0.00	0.00	35	19	491	0	3	0
20120105_www.iatronet.gr_beb0bb54d8d761e3ec3af448128046930f8fe7603e924044b256e322	12.35	67.31	6.80	0.00	0.00	0.00	35	17	480	0	3	0
20120105_www.iatronet.gr_d5cd556d7fa19bb67de03c43848019f43d36c51914e14f3331d35d65	12.17	71.43	6.65	0.00	0.00	0.00	35	14	491	0	2	0
20120105_www.tovima.gr_07b79daa65528f984e29ec38a6e8e0118143b4371a485c802d651f7e	34.32	90.97	21.15	0.00	0.00	0.00	645	64	2405	0	16	0
20120105_www.tovima.gr_09ed421a7f788e6271d6b95c3e691151012f2444cddceaec0d1f6583	28.08	84.67	16.83	0.00	0.00	0.00	486	88	2402	0	22	0
20120105_www.tovima.gr_0b43a77264cbda661352d3107e0780bf022a85487de5046c114de7ce	21.94	90.48	12.49	0.00	0.00	0.00	342	36	2397	0	9	0
20120105_www.tovima.gr_281d8eb32b804880b2e3872d312977d42de48ad934565abff355c4a5	21.48	81.49	12.37	0.00	0.00	0.00	339	77	2402	0	19	0
20120105_www.tovima.gr_2f30505d76bbd9e1d9623994c0e7eb30b9562e336f001aed304ce056	24.49	90.45	14.16	0.00	0.00	0.00	398	42	2412	0	11	0
20120105_www.tovima.gr_52df3a2ac78fa224f229919e635bde144016f650c22f7b006f05b83b	31.39	89.22	19.05	0.00	0.00	0.00	604	73	2567	0	22	0
20120105_www.tovima.gr_6c13ebd6b1b775f164ce483856462aa70e0b621d6e1a83c136133edf	26.97	90.54	15.85	0.00	0.00	0.00	450	47	2390	0	12	0
20120105_www.tovima.gr_ad1ed3d7794d0ea47e0fa6cabd0d9b0550b14d5fcd1d46c3cd447730	19.66	82.99	11.15	0.00	0.00	0.00	405	83	3226	0	21	0
20120105_www.tovima.gr_dbcf2d57f1b76bdc40669c282840a3409b8c518581e85ce81e4daf9f	21.47	86.41	12.26	0.00	0.00	0.00	337	53	2412	0	13	0
20120105_www.tovima.gr_e86e96f302600f04a179aed847390294542f51d1503da4b522c54ba8	26.00	90.51	15.18	0.00	0.00	0.00	429	45	2397	0	10	0
20120105_www.we-dwoje.pl_01634c7ab98ae9b9bb9456c2192aab3060fcaf20f4dd23858cdbd4af	52.46	94.39	36.33	0.00	0.00	0.00	858	51	1504	0	15	0
20120105_www.we-dwoje.pl_237edd4512d0f575aa102193c6c5a79fa85feecaf1fdb795baf6ab8f	27.68	72.20	17.12	0.00	0.00	0.00	213	82	1031	0	25	0
20120105_www.we-dwoje.pl_590d0ff1a3348d41b60c2d8ae00b1d46a73ff2d8f3e59b81231ae0f3	52.43	92.48	36.59	0.00	0.00	0.00	603	49	1045	0	13	0
20120105_www.we-dwoje.pl_5ebb0c8564331903eff2bb1c226b925fe2c5c92d01ed2e8466a4ece6	2.22	14.67	1.20	0.00	0.00	0.00	11	64	905	0	4	0
20120105_www.we-dwoje.pl_6ed54a3f163ad1ffe0cf00805c28afdcf78b018b370957c05e219bf1	61.82	94.51	45.93	0.00	0.00	0.00	689	40	811	0	10	0
20120105_www.we-dwoje.pl_7195230c656b26e5813543a90d1d5e427d347de4b3e0d10fb565ea17	37.84	87.67	24.13	0.00	0.00	0.00	263	37	827	0	9	0
20120105_www.we-dwoje.pl_926ce8349054293493da8a61bd2041e0c36f2abac6d0751bb84d3d83	16.67	17.28	16.09	0.00	0.00	0.00	201	962	1048	0	46	0
20120105_www.we-dwoje.pl_96e88944c28cde0f0eb1510e4cdc05e791b654764218ea3be75eb37e	21.75	76.31	12.68	0.00	0.00	0.00	219	68	1508	0	10	0
20120105_www.we-dwoje.pl_a34f720362e69f95128b20da89e6b87e248575d82e80acd0c12e41ad	48.32	87.79	33.33	0.00	0.00	0.00	561	78	1122	0	15	0
20120105_www.we-dwoje.pl_af63a20be0940f8248349028b7ffd1608d02ba40ddeb46de693903fd	48.48	92.27	32.87	0.00	0.00	0.00	645	54	1317	0	16	0
20120105_www.we-dwoje.pl_b0db55778e8821d208c8ac62c8d13d45383eb82b029b30856cfb9423	44.08	87.72	29.44	0.00	0.00	0.00	393	55	942	0	14	0
20120105_www.we-dwoje.pl_be148ac5867ca8f33ed088894adddeb2497f7a8630b79a1ad7cf2953	17.62	29.65	12.53	0.00	0.00	0.00	142	337	991	0	16	0
20120105_www.we-dwoje.pl_c01670d8a62d698b25c176b409cc69b0d05056996f2b35bfd3b7738c	15.92	34.01	10.40	0.00	0.00	0.00	118	229	1017	0	11	0
20120105_www.we-dwoje.pl_c8178c22e2659f9cda5210eb3439f5f78b92fd959a8645e57473286d	19.17	88.10	10.75	0.00	0.00	0.00	237	32	1967	0	7	0
20120105_www.we-dwoje.pl_d44a3a11a11758e85d892e36c44fe469c34e7be625a1a9b2fe4b6990	64.28	95.40	48.47	0.00	0.00	0.00	934	45	993	0	12	0
20120105_www.we-dwoje.pl_e625543235be76da7b1f4ff546b3aa4f3b23e6ae398fc4e90524e010	35.77	86.27	22.56	0.00	0.00	0.00	308	49	1057	0	16	0
20120105_www.zdrowiutko.info_087d4f5b87f18f340f945c2381b1f770980d4e67243a71d8e30f1226	76.79	91.47	66.17	0.00	0.00	0.00	1019	95	521	0	29	0
20120105_www.zdrowiutko.info_5022f347590833960c9b8492bd7cbe47ced16b5e43fbf0a495c1a05b	71.70	80.72	64.49	0.00	0.00	0.00	247	59	136	0	8	0
20120105_www.zdrowiutko.info_8fdeaf9b0d19545adf1ddf5ad311ad8674e16dd71661286e59b037da	90.63	92.83	88.53	0.00	0.00	0.00	1204	93	156	0	26	0
20120105_zdrowie.gazeta.pl_25d02d0e4172561f2efa5f137260da753222aa05e4ac37297f889fe8	12.07	13.54	10.89	0.00	0.00	0.00	39	249	319	0	19	0
20120105_zdrowie.gazeta.pl_39a78a2dff5da27e4ad3f839a255911073d4be569631638b997cd721	69.70	86.27	58.47	0.00	0.00	0.00	528	84	375	0	20	0
20120105_zdrowie.gazeta.pl_464285b45a4d83afe4c38d1dbe170c5ab1eddb12dd4455477b761a0e	65.15	82.50	53.83	0.00	0.00	0.00	443	94	380	0	18	0
20120105_zdrowie.gazeta.pl_5ba6b4f0584451b718626dd5af8372ef000f9244559fe89aca9afb48	53.53	80.23	40.16	0.00	0.00	0.00	353	87	526	0	23	0
20120105_zdrowie.gazeta.pl_807feadb4f7538020b02fffdd328dcf15ad7ffa9e2c99e909a6aea4c	49.59	87.50	34.60	0.00	0.00	0.00	182	26	344	0	6	0
20120105_zdrowie.gazeta.pl_a05040639849ad92fa134645eed582bad1115aee5e2f8c68c1db28f5	54.99	83.05	41.11	0.00	0.00	0.00	245	50	351	0	11	0
20120106_4geo.ru_da79c1f1b11cb8e4ecac8702ab9f754c2213abfa4b5b055b5fffb5a3	16.91	69.41	9.62	0.00	0.00	0.00	59	26	554	0	3	0
20120106_biznes.interia.pl_7c18953a68f6289844d42ab7a7811c30f235b0b27bd58f4fe768b52f	38.68	84.81	25.06	0.00	0.00	0.00	441	79	1319	0	16	0
20120106_biznes.interia.pl_9a6726be57cae3560f578c7b15519ddb4fb7b474fdcddd62a38534aa	56.94	87.01	42.31	0.00	0.00	0.00	355	53	484	0	10	0
20120106_bublik.delfi.ee_c134346b680911e4a1992e922bc31f9e5cc123c7bb0e80acf137b415	53.33	82.88	39.32	0.00	0.00	0.00	184	38	284	0	6	0
20120106_budownictwo.wnp.pl_2f336e9341e620dc0b7d371147f39cb1c003835740bfacdfd110e0fb	29.67	85.77	17.94	0.00	0.00	0.00	410	68	1876	0	14	0
20120106_budownictwo.wnp.pl_e48fea5393f630329b63ffba8785d4532879dab63384d8a32bd5d003	16.45	80.00	9.17	0.00	0.00	0.00	172	43	1704	0	7	0
20120106_budownictwo.wnp.pl_ff337b320fa04ea7f0dd72f85bf1de4cbc93f521cd4a02457e6e86d2	22.10	84.23	12.72	0.00	0.00	0.00	251	47	1722	0	8	0
20120106_ciekawe.onet.pl_ef740fcf05217e94f758ffa23a6c948bbf7e87e08806511984269e97	19.48	32.16	13.98	0.00	0.00	0.00	620	1308	3816	0	28	0
20120106_city-fm.ru_040354e9b6535722442ca83b959c5e22f754e8c952959727c12c4d7d	0.00	0.00	0.00	0.00	0.00	0.00	0	100	780	0	4	0
20120106_city-fm.ru_3cfb5ce03a3642c2ca22b8baee684af0bf6b3f29d6005f2b4bfcdc9e	0.14	0.71	0.08	0.00	0.00	0.00	1	140	1284	0	6	0
20120106_defacto.adm-chernigovka.ru_f2a119180930c72f0833bb3c2beda7d85d90ddccc8dea1c4e2e56b86	20.48	68.29	12.04	0.00	0.00	0.00	112	52	818	0	4	0
20120106_eco.ria.ru_4b866e458a65a8794d13e57bb8bb0a8d579f431df28c2d5697c65b21	25.03	78.79	14.88	0.00	0.00	0.00	208	56	1190	0	9	0
20120106_eco.ria.ru_ed05833cf29eaec68e7fa7bf9395a25b0f75afdf3c7ef175d821e145	30.93	86.90	18.81	0.00	0.00	0.00	272	41	1174	0	7	0
20120106_emerytury.wp.pl_a488eaaf5e306c2e66c18158b2c3ca41c70df293620c970c15f61312	26.83	71.38	16.52	0.00	0.00	0.00	192	77	970	0	8	0
20120106_energetyka.wnp.pl_1188cb9039651e80fbb6a607a9cfc72ca038715ec4a3c2b41e480ff6	17.15	81.55	9.58	0.00	0.00	0.00	190	43	1793	0	6	0
20120106_ethnosnews.gr_1a0f246ec2ce769fcf2a494a6e954740886ad4bdebea60165db0024f	0.00	0.00	0.00	0.00	0.00	0.00	0	221	51	0	8	0
20120106_fakty.interia.pl_bf1e8b627d609dfccbc71a5f1c6e6863c33deaa04224c5b4813eb89a	32.84	81.28	20.57	0.00	0.00	0.00	165	38	637	0	8	0
20120106_finanse.wp.pl_19aea7988e881858358fbf1d990daa4eeec6f984918d96668836125b	9.13	56.25	4.97	0.00	0.00	0.00	72	56	1377	0	5	0
20120106_FLOT.com_54d0c6fab8992ad07d91032e5fc178470a986792dbe0835336505da6	17.02	32.00	11.59	0.00	0.00	0.00	72	153	549	0	11	0
20120106_FLOT.com_84b128bebcb0827e5d9d5de408cbd11e0b0db7c4d41f3f3a9f832a2f	32.29	51.51	23.52	0.00	0.00	0.00	171	161	556	0	13	0
20120106_glavred.info_0abda638a2bd3c71bb5b32101f6e45c9003a60a03e1612c4397b9047	41.42	82.44	27.66	0.00	0.00	0.00	169	36	442	0	5	0
20120106_glavred.info_1c6e93fe3c9aa31eac34c5af210bd6af6ab85a0394ba01d956209e12	42.82	84.77	28.64	0.00	0.00	0.00	167	30	416	0	4	0
20120106_glavred.info_20704335ab615989d32432566e639fadbbf95fa1d07b470410ac0ee0	45.37	78.63	31.89	0.00	0.00	0.00	206	56	440	0	10	0
20120106_glavred.info_370c7da9a315a66bcec1fa2fb71c884e1a0bcd92b45beea229ffc695	51.10	81.33	37.25	0.00	0.00	0.00	244	56	411	0	10	0
20120106_glavred.info_3acc6026cb61bea2f0f8b9c2f09a6f6af3fff3d19cb809511a3d7f8a	40.22	77.78	27.12	0.00	0.00	0.00	182	52	489	0	9	0
20120106_glavred.info_4d4c81eaf0f69f9624666acf9a0fd977b6fdd522dd33c415f89eaf9a	37.31	77.27	24.59	0.00	0.00	0.00	136	40	417	0	6	0
20120106_glavred.info_790330e084b4b9757e5d7177ca38a9e9de31f568b51126bd74c3d465	47.32	80.95	33.43	0.00	0.00	0.00	221	52	440	0	9	0
20120106_glavred.info_8c6d56c5a51f0942643f142a842dea02df3aba6902aeca2cdc60f7d5	40.31	76.70	27.34	0.00	0.00	0.00	158	48	420	0	8	0
20120106_glavred.info_a4b6454e87019519af308842a4cc985226e28c2d5529ae368ac1d62d	33.73	71.79	22.05	0.00	0.00	0.00	112	44	396	0	7	0
20120106_glavred.info_a5037a3c4f4d27fdfd2fa5bfe52ed21a90f56049b03671808b202b81	44.55	82.30	30.54	0.00	0.00	0.00	186	40	423	0	6	0
20120106_glavred.info_c2dd2de5f86fbcc0464e4dcfe28f26ca0b337ce9103784eecb322d5c	40.00	77.44	26.96	0.00	0.00	0.00	151	44	409	0	7	0
20120106_glavred.info_c4c8d3b52d033f27f013a2d6385982b046101f6cb82d5ac889efb269	42.26	80.75	28.62	0.00	0.00	0.00	172	41	429	0	9	0
20120106_glavred.info_cc02b5c1a589faf8245495f0c10270dc2c4b8d6c3b7becf4089fcd25	34.82	75.16	22.66	0.00	0.00	0.00	121	40	413	0	6	0
20120106_glavred.info_df52a83b8d33b1793ec8a3f17de4a163c70f16ad52d42bc8d53b9ece	44.60	79.83	30.94	0.00	0.00	0.00	190	48	424	0	8	0
20120106_glavred.info_e45bba768b90d2aac6a8f1703ea53058a97978f5a4bc88f30bf00a3e	41.67	79.44	28.24	0.00	0.00	0.00	170	44	432	0	7	0
20120106_glavred.info_e812442e90fadaf543b7bf048e9abfe3e1c8655cda0d97391947f86f	49.24	84.96	34.66	0.00	0.00	0.00	226	40	426	0	6	0
20120106_glavred.info_ebb12517d2997cd89d270c5b6a8910ff469613b9fc2c066615ff201c	33.96	76.62	21.81	0.00	0.00	0.00	118	36	423	0	5	0
20120106_gornictwo.wnp.pl_30830127b5eb68d4c899f667fde669721cc13f30962b2bf6949f680e	17.57	84.21	9.81	0.00	0.00	0.00	192	36	1766	0	6	0
20120106_gornictwo.wnp.pl_79887c9222c8d058d7cf327b554300358fe56e0d46660c57cb992d87	18.40	83.33	10.34	0.00	0.00	0.00	205	41	1777	0	7	0
20120106_gornictwo.wnp.pl_82a7f7a8d7469fa202426c2e5395ce71e1938daf15ae4755ff773dde	21.04	82.11	12.07	0.00	0.00	0.00	280	61	2040	0	12	0
20120106_gornictwo.wnp.pl_c5d8ae716181d8b9504fcfafb5e4785ea1b706b10602ccbbeec5c895	23.52	83.52	13.68	0.00	0.00	0.00	299	59	1886	0	12	0
20120106_gornictwo.wnp.pl_ce7890f66595a7f70346d99ea27485f04690fc1ceba63aceeaf0b0ca	20.00	66.75	11.76	0.00	0.00	0.00	267	133	2003	0	14	0
20120106_gornictwo.wnp.pl_df7191619c95661172c1fcb6f369d730675e1e367a48e9bc98dd93f9	28.28	80.29	17.16	0.00	0.00	0.00	391	96	1887	0	14	0
20120106_gornictwo.wnp.pl_e963ec4fb649971ea8b0e0c2eab6609caed629d3468ac5337714beff	9.27	73.77	4.95	0.00	0.00	0.00	90	32	1729	0	5	0
20120106_informpskov.ru_5570171e07dc222858be5bc0f2e630e5532d4c43e3a24eb461c2b758	38.68	79.29	25.58	0.00	0.00	0.00	111	29	323	0	4	0
20120106_inopressa.ru_5347f152e35fa50bdc5c7b71e91fdcab0ee924e147b6a77e00c4ab2f	30.11	58.89	20.23	0.00	0.00	0.00	53	37	209	0	5	0
20120106_ivona.bigmir.net_e2b3b52c46918b33a21f0c2c6fd7c14df124641ec7962d2508567d89	44.63	81.33	30.76	0.00	0.00	0.00	183	42	412	0	9	0
20120106_katowice.gazeta.pl_53fe4054505be6ea6b40a7d967f278ae921093eb2b145f54b778f180	1.29	0.69	10.00	0.00	0.00	0.00	3	433	27	0	9	0
