file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120106_www.spr.ru_b22db6aa2a95b80e138ab30e5e4a9a7b5e3eb4bfc5313979457370c2	53.05	86.36	38.28	0.00	0.00	0.00	209	33	337	0	6	0
20120106_www.tanea.gr_2743af7d3edc812bc1f95226dd820db129f103e1fdcbab4747d48ca2	41.15	67.21	29.66	0.00	0.00	0.00	164	80	389	0	7	0
20120106_www.tanea.gr_3636bb961fc41b8cea72f7318753d851c18e45d9733070b62bde3763	36.24	81.48	23.31	0.00	0.00	0.00	110	25	362	0	3	0
20120106_www.tanea.gr_d60bfacbf5fe60959518fa29c45294f3545a0fe1531af25daffb1863	1.12	0.70	2.86	0.00	0.00	0.00	2	284	68	0	7	0
20120106_www.to.com.pl_19da5292f748c727d8f4b84643db58e9316766c136cc2bc7250141cb	54.21	87.55	39.26	0.00	0.00	0.00	464	66	718	0	13	0
20120106_www.tovima.gr_00f8666084f9c41f6d9145a78c5b5d9126027542441e457f57a2fa9f	27.16	86.81	16.10	0.00	0.00	0.00	474	72	2470	0	16	0
20120106_www.tovima.gr_1eb5534d2cbe955ec6ae37fd69543c89eb1ad465f855145f167ccd90	17.54	82.81	9.81	0.00	0.00	0.00	265	55	2436	0	12	0
20120106_www.tovima.gr_2f26f11c5650d94a862a805137a8c6d3d9fae933d608a432ca9775f9	9.06	78.53	4.80	0.00	0.00	0.00	128	35	2536	0	6	0
20120106_www.tovima.gr_2f6b613c59771cd2f8800976a834c7d4143e4322dd469cec82ff2c11	23.38	87.15	13.50	0.00	0.00	0.00	400	59	2562	0	15	0
20120106_www.tovima.gr_44cda937d91ce60e3c1445ec47ba270634f8fcfe3ba582a7d9e9bf99	25.97	86.10	15.29	0.00	0.00	0.00	446	72	2471	0	16	0
20120106_www.tovima.gr_45a6ac660267cb96d7c84eb2b7cdfb9b13d8328328d9d3149e1b8583	45.03	93.90	29.62	0.00	0.00	0.00	1077	70	2559	0	15	0
20120106_www.tovima.gr_526e56bd7f9e2305519228aca4dc084ed33a3ee06a1192f3a43644f6	28.60	88.98	17.04	0.00	0.00	0.00	541	67	2634	0	16	0
20120106_www.tovima.gr_5940ed0617315b880dbed5f098069a51cfe09eb6bdf4e07a2e64211a	14.87	82.25	8.17	0.00	0.00	0.00	227	49	2551	0	8	0
20120106_www.tovima.gr_5ccfcd5dc81da74ab6661a16fd7b3de18fc8d15ffaa35b40e3a7dbd0	26.38	85.82	15.59	0.00	0.00	0.00	454	75	2459	0	17	0
20120106_www.tovima.gr_605ff7022c45bc37ece342afb1b726bee8eb34c84d16a543f1c88072	27.97	88.89	16.59	0.00	0.00	0.00	488	61	2453	0	13	0
20120106_www.tovima.gr_660187aac02bb51d28f686fb2180e7c1bc1e766f96e3fe3a3b6d86ff	16.86	81.45	9.40	0.00	0.00	0.00	259	59	2496	0	13	0
20120106_www.tovima.gr_6d307fa8a293d2d3777242a012dd9c907afbe09ab654f0e6fe2b7e73	1.56	50.00	0.79	0.00	0.00	0.00	22	22	2755	0	3	0
20120106_www.tovima.gr_743ded6e97f5182f3a2011cdd167996edc192c096917e935f1140f78	21.09	83.09	12.08	0.00	0.00	0.00	339	69	2468	0	15	0
20120106_www.tovima.gr_755883832374b7f11e02561b77076936a5c5561df0d3115825ab1b2e	13.15	83.27	7.14	0.00	0.00	0.00	204	41	2653	0	9	0
20120106_www.tovima.gr_778fc562195b4f5c513d5409326ea5f59cfda0cdfc2ac2803bb61467	8.82	85.31	4.65	0.00	0.00	0.00	244	42	5001	0	8	0
20120106_www.tovima.gr_7abd8f795d5f410943446e48770f6a123cfddb0f827dd8ca705708d2	12.44	77.19	6.77	0.00	0.00	0.00	203	60	2797	0	12	0
20120106_www.tovima.gr_8cb36110ec08965bf63853a9febef058a14d3410fadd3b74fae577a5	10.88	81.77	5.83	0.00	0.00	0.00	157	35	2536	0	7	0
20120106_www.tovima.gr_8ed6c47955eb9c05bf7864d13d7cabf2127e43f6b87b5ff1cabe3c68	19.33	86.10	10.89	0.00	0.00	0.00	316	51	2586	0	9	0
20120106_www.tovima.gr_924998b77b1b46b80250110ef5c56788b7e68c88b02f093eb543ae50	7.42	76.06	3.90	0.00	0.00	0.00	162	51	3989	0	11	0
20120106_www.tovima.gr_a295cb3f52a5fd0968c70dcc7fe7bc1b59c3709aa621466dddc36845	25.07	85.26	14.69	0.00	0.00	0.00	428	74	2485	0	17	0
20120106_www.tovima.gr_a909b8f3df1e94341cfaa7fbecabb510252279fdea3f2ac2ac842bbd	21.09	87.03	12.00	0.00	0.00	0.00	322	48	2362	0	10	0
20120106_www.tovima.gr_bd177f1cd6a7e8f04fdf3fbf94a41e2a5491c917e1fdaf9394c8b278	32.76	88.45	20.10	0.00	0.00	0.00	620	81	2464	0	19	0
20120106_www.tovima.gr_e86e96f302600f04a179aed847390294542f51d1503da4b522c54ba8	25.92	88.64	15.18	0.00	0.00	0.00	429	55	2397	0	11	0
20120106_www.tovima.gr_eafee409620855067e79f1dec36fb43d4b403d45bc7a7eab2eda8a2d	18.55	86.69	10.39	0.00	0.00	0.00	306	47	2640	0	11	0
20120106_www.tovima.gr_f8aff4bb919bcc5f9294fad52ec6ef25c27f6bf76ca02d9f9657e60d	37.56	90.61	23.69	0.00	0.00	0.00	1138	118	3666	0	28	0
20120106_www.ukrinform.ua_79e295af259d9efe61bb98a5a14b6652b1878fb0ef2f1671edfcdef6	1.28	3.92	0.76	0.00	0.00	0.00	6	147	779	0	6	0
20120106_www.vz.ru_07cc8276d29bd0170f311aac80f1bfb21b4f6735f65df0dd4543bd00	55.89	84.62	41.72	0.00	0.00	0.00	242	44	338	0	7	0
20120106_www.vz.ru_0ed565e7b29814b0a7aa0e0cbb19f161ac17d063f7543dcb96939db3	47.31	80.29	33.53	0.00	0.00	0.00	167	41	331	0	6	0
20120106_www.vz.ru_574f47be259cb32afcdea3b4a616ad67b52deeb0ce356f617b5c4e5b	52.04	79.06	38.78	0.00	0.00	0.00	185	49	292	0	7	0
20120106_www.vz.ru_722f5a61766e1564fc6e7bc62dbb559f9b2028281ddbd73916bb8cde	22.38	60.53	13.73	0.00	0.00	0.00	46	30	289	0	4	0
20120106_www.vz.ru_82308e0ae80072688ca6d95c291b23d85d5424cd22ebd150e17fdc04	36.26	72.26	24.21	0.00	0.00	0.00	99	38	310	0	5	0
20120106_www.vz.ru_aceb0003720da299b13ab3db8b9863c59b6317dd5be3cd5b94f18eb2	59.19	83.43	45.86	0.00	0.00	0.00	277	55	327	0	9	0
20120106_www.vz.ru_b5b56c48d4f83558db344351affc65d62a701b56b2761b2816f3e858	60.95	84.83	47.56	0.00	0.00	0.00	302	54	333	0	9	0
20120106_www.we-dwoje.pl_c1cd293ed6b5a6e720463363095aa9e0aff7aa62e933826d25cd4e37	36.34	80.56	23.46	0.00	0.00	0.00	431	104	1406	0	16	0
20120106_www.wprost.pl_13d1f27d760b2d271e305e13de57bae4e716f572785fcc18a786a4c1	39.62	85.39	25.79	0.00	0.00	0.00	187	32	538	0	5	0
20120106_www.wprost.pl_1b2231ca4efe77c4e54dd40d8038be3ff57fa79090e63ad4ba5cc9cd	42.94	85.00	28.73	0.00	0.00	0.00	289	51	717	0	11	0
20120106_www.wprost.pl_1da9a6f43423d0e5ae200279d78abdc31feca05e8dc98ec380e665de	39.18	82.69	25.67	0.00	0.00	0.00	172	36	498	0	6	0
20120106_www.wprost.pl_21e626fb65ed1a7fb963e34d155730c2ecec3dcf1e25e2ebbbabdf8b	36.40	85.71	23.11	0.00	0.00	0.00	174	29	579	0	5	0
20120106_www.wprost.pl_2bf591992e3d731c37758c4172ad2631d661a9a2ba9f6af7bad27e00	43.81	85.94	29.40	0.00	0.00	0.00	214	35	514	0	6	0
20120106_www.wprost.pl_4a5dd10a30f724bbb597ef2af2411dfaff966c3a3a836930c2195a5f	56.49	90.20	41.12	0.00	0.00	0.00	405	44	580	0	9	0
20120106_www.wprost.pl_535d8df50ca8a0cac874603a6eefd6a9270892970ea6c316e057c567	63.25	92.50	48.05	0.00	0.00	0.00	506	41	547	0	7	0
20120106_www.wprost.pl_5dd953e950b6fc24a537124e313117978b530c12c12338c575158369	42.37	86.85	28.02	0.00	0.00	0.00	218	33	560	0	5	0
20120106_www.wprost.pl_67ce281183144b9f605b46162fea65fd79cc11b40e504fa06e4f4391	25.42	64.02	15.86	0.00	0.00	0.00	105	59	557	0	7	0
20120106_www.wprost.pl_72f89aa073c97f7f8daf95d488a657eb15aba8a56302a3171c861f9d	30.89	77.59	19.29	0.00	0.00	0.00	135	39	565	0	6	0
20120106_www.wprost.pl_894ea807cb755baeb10434ec84cf261d5625da1b5742434e291c233e	43.52	89.03	28.80	0.00	0.00	0.00	284	35	702	0	6	0
20120106_www.wprost.pl_8f2e0afd09e476a387553b4151ec5a3c12d14fedc9fb609aa6eef169	46.73	87.29	31.91	0.00	0.00	0.00	254	37	542	0	6	0
20120106_www.wprost.pl_f48a729e84692363d5f8d45ad372822ca9a6a288344306b4ed0d100e	46.68	87.83	31.79	0.00	0.00	0.00	267	37	573	0	6	0
20120106_www.wspolczesna.pl_0dd3592e0d200f6516534c023c04eb4e8984fee26436878ad80e2855	0.61	0.62	0.60	0.00	0.00	0.00	5	807	833	0	17	0
20120106_www.wspolczesna.pl_46dbccbe6f49128ef90631b6b5592469df115e1061c9bcdbd799ba84	34.59	81.13	21.98	0.00	0.00	0.00	215	50	763	0	7	0
20120106_www.wspolczesna.pl_6e3c5831e2fcff8023e229da55cd8e77befeeec38601c7e328f453a6	0.48	0.48	0.48	0.00	0.00	0.00	4	838	834	0	16	0
20120106_www.zdr.ru_4731aa74b7724e691a42a639bd881925d851598bba4fe9d1cf011ec4	41.34	84.84	27.33	0.00	0.00	0.00	235	42	625	0	7	0
20120106_www.zdrowiewpodrozy.pl_5f410c638df6a9193d38a93f51bf764acc9e60cbc883aebe3d0ddf42	1.73	7.84	0.97	0.00	0.00	0.00	12	141	1223	0	3	0
20120106_www1.rizospastis.gr_021a03d9892b5122d55f70ae6d4cdad2674283c2ec16b6f7aae4e54c	35.08	81.36	22.36	0.00	0.00	0.00	144	33	500	0	3	0
20120106_www1.rizospastis.gr_082fa9016c2096df4877f57acc73575eeb7f61307349a2e66adb623b	65.83	90.19	51.83	0.00	0.00	0.00	340	37	316	0	6	0
20120106_www1.rizospastis.gr_145b3f95f91f38806a381c0a5d948524d0d31b82456e504ebe531526	49.78	90.58	34.32	0.00	0.00	0.00	279	29	534	0	4	0
20120106_www1.rizospastis.gr_162e8a9f4367a37a089fb00823ec369701b9686069ae530ef7a81455	48.70	92.81	33.01	0.00	0.00	0.00	271	21	550	0	2	0
20120106_www1.rizospastis.gr_25e75c59e84818b25bc3ac4dfadb217ccadb83f07c4c5e1736d90c6c	73.53	91.72	61.36	0.00	0.00	0.00	543	49	342	0	9	0
20120106_www1.rizospastis.gr_27347f527ba81d42a12d7f951648c5640e89c8d4af8220b6c3ba6632	71.40	90.00	59.17	0.00	0.00	0.00	513	57	354	0	12	0
20120106_www1.rizospastis.gr_27845b4440e2c6e57b72b96b2c765512bd965254d2f52efe0f7c1c78	63.09	93.45	47.62	0.00	0.00	0.00	471	33	518	0	5	0
20120106_www1.rizospastis.gr_2aa94aaa431ddc8312632d751db90abdac8eeb09a2a7a4744471a3aa	66.51	95.03	51.15	0.00	0.00	0.00	555	29	530	0	4	0
20120106_www1.rizospastis.gr_30d12031433cfe118d842ab19f305db0825668b5e0a57d6bf1e36f89	48.96	85.14	34.36	0.00	0.00	0.00	189	33	361	0	5	0
20120106_www1.rizospastis.gr_3bceecc05f9f8ed4e10be7860293dab4aa6615fc4245f6889c0f75c8	45.23	90.95	30.10	0.00	0.00	0.00	211	21	490	0	2	0
20120106_www1.rizospastis.gr_3e2bbbd8d5cb24dbfc5c6fc857b1d03875a6c8d8b3c64991971a6a31	50.78	87.05	35.85	0.00	0.00	0.00	195	29	349	0	4	0
20120106_www1.rizospastis.gr_47e68d4610bab629936a8ee14bfc94672c7600f69963505a6348049a	58.63	91.63	43.11	0.00	0.00	0.00	416	38	549	0	8	0
20120106_www1.rizospastis.gr_626b66a3c33a4d73985317f4b6d4aba9ff0672358adca186c83815ad	56.24	91.65	40.56	0.00	0.00	0.00	417	38	611	0	8	0
20120106_www1.rizospastis.gr_6324ccce3bf2584356381cf2d0a9f6b1ec45b8e85264a46283e22608	62.11	90.96	47.16	0.00	0.00	0.00	332	33	372	0	5	0
20120106_www1.rizospastis.gr_6a17c2609217468be9ce3998f28079fd7ee28ac546e2e92b70a26528	53.46	86.97	38.59	0.00	0.00	0.00	247	37	393	0	6	0
20120106_www1.rizospastis.gr_6c8418e0c9de1caebf7d1014ac85cc2dfdb189305fec9b9eb2f46714	42.32	90.13	27.65	0.00	0.00	0.00	201	22	526	0	2	0
20120106_www1.rizospastis.gr_9bee46ba264b3073b643e84da3e0fdd95a2fa0977fb7489b57d04e88	21.90	68.18	13.04	0.00	0.00	0.00	45	21	300	0	2	0
20120106_www1.rizospastis.gr_a0c46c9e11a7fe0ec70aca89596807dddb688b5ee5f21075f8563f54	55.72	91.56	40.04	0.00	0.00	0.00	358	33	536	0	5	0
20120106_www1.rizospastis.gr_a66540e5c02b4b77e798998767348ba94e0183e7eb823c14ee211350	93.09	95.32	90.96	0.00	0.00	0.00	6054	297	602	0	73	0
20120106_www1.rizospastis.gr_aadc308f71018447452ad6fb40067cf4dd6d6d31be27f50a2d32b713	71.74	91.90	58.83	0.00	0.00	0.00	726	64	508	0	13	0
20120106_www1.rizospastis.gr_bf4e4ba06a2b4b4fed38d8410b4fd2e619442d5725a0256515ef9dc5	73.59	91.30	61.63	0.00	0.00	0.00	514	49	320	0	9	0
20120106_www1.rizospastis.gr_c3012ca8ca2a0968b8e9e79641f4699f8044d3a08a73dcbdfc81bf91	65.86	92.67	51.08	0.00	0.00	0.00	518	41	496	0	9	0
20120106_www1.rizospastis.gr_c9df5d2007de8f9d54e45614596cc4bf9b681eb8feac8488a768dacc	55.49	85.93	40.98	0.00	0.00	0.00	336	55	484	0	4	0
20120106_www1.rizospastis.gr_ceb3b16b1edb4e9c17c96cecb18c8b7485a80f353fa986a9dddd2259	61.72	88.64	47.34	0.00	0.00	0.00	320	41	356	0	7	0
20120106_www1.rizospastis.gr_dafd09614c48faabda09182993d6a6abaa82d1e9f3d718c92153a4cc	73.21	85.91	63.79	0.00	0.00	0.00	738	121	419	0	27	0
20120106_www1.rizospastis.gr_ddc692b830d951d20a48e5831c0c66b53097d3e3baf58ba79009ba59	48.48	88.21	33.42	0.00	0.00	0.00	247	33	492	0	5	0
20120106_www1.rizospastis.gr_e53ffb7a7f150345dfe882e7ef338f8e1063da6319be5301ce2eb2f9	62.22	90.32	47.46	0.00	0.00	0.00	457	49	506	0	9	0
20120106_www1.rizospastis.gr_e5604ddccf9bb60dfdbb5dfe1df2cfa18f7030f6f65f8ff52ba466a7	12.54	41.94	7.37	0.00	0.00	0.00	39	54	490	0	4	0
20120106_www1.rizospastis.gr_e769aa28eac392e0799b29ca6171a3fb529a867e5978ecf9d47e56e1	44.50	77.04	31.29	0.00	0.00	0.00	255	76	560	0	21	0
20120106_www1.rizospastis.gr_ec43fb4eabb6d54951b63442e151e806c0aaf08fd774013566688b59	68.72	90.91	55.24	0.00	0.00	0.00	480	48	389	0	9	0
20120106_www1.rizospastis.gr_eddaac7089b3c33b7575a7378ca82098654ffabb8c8c625d9c9b84d2	65.37	89.10	51.62	0.00	0.00	0.00	335	41	314	0	7	0
20120106_www1.rizospastis.gr_efb243352900c75b75af5f47c36ab1410908dd5082cbde5280654b01	54.00	88.84	38.78	0.00	0.00	0.00	223	28	352	0	4	0
20120106_www1.rizospastis.gr_f8fb3e834a40ecfaa86285c2e3751f207d20bd93f69172bf7b92729b	47.44	88.98	32.34	0.00	0.00	0.00	218	27	456	0	4	0
20120106_www1.rizospastis.gr_ff611fff7ca7ec6a5e0883a80e79af504234f3c6493d8c4535b0f5c6	68.65	93.17	54.35	0.00	0.00	0.00	518	38	435	0	7	0
20120106_www2.rizospastis.gr_00bdc76e4b702af22861da474527815f2555e26b79817d34c9205a6a	76.46	90.79	66.03	0.00	0.00	0.00	1075	109	553	0	24	0
20120106_www2.rizospastis.gr_01be2c662a68a89e2b6447eabf0f47bb97acb824ee458da03f03eb19	66.03	89.43	52.34	0.00	0.00	0.00	347	41	316	0	7	0
20120106_www2.rizospastis.gr_06396d8fa53c5b4e72a96d668b31aa1ecf07ab9d94f8eb442ca04b5c	7.45	48.78	4.03	0.00	0.00	0.00	20	21	476	0	2	0
20120106_www2.rizospastis.gr_0a2133bd6c9c7376d167ae8c2311a2b4ba402e0b35b541589a1773dc	51.48	93.18	35.56	0.00	0.00	0.00	287	21	520	0	2	0
20120106_www2.rizospastis.gr_0fad417f959d08c7d4c5e4b111f0e6947c4b06fdcaf238ecc0c4fa40	36.25	77.24	23.68	0.00	0.00	0.00	112	33	361	0	5	0
20120106_www2.rizospastis.gr_1393daa49ac0bd1888f5ad8b1f4b0026ba2088affae82ba7ba875d33	66.27	93.69	51.27	0.00	0.00	0.00	505	34	480	0	5	0
20120106_www2.rizospastis.gr_153049d6282cedbdce143ef6cc1ab7ec8e554ca00af0955afcfd58a3	83.09	93.37	74.85	0.00	0.00	0.00	1253	89	421	0	19	0
20120106_www2.rizospastis.gr_15e09c5191562721dc271c7419642f4682e5f4d35452267b4c8417c9	48.59	89.57	33.33	0.00	0.00	0.00	249	29	498	0	4	0
20120106_www2.rizospastis.gr_175ef58f03c5ec5eb5f21ecbd79a8713f911f090da7ee742412b847a	62.56	91.53	47.52	0.00	0.00	0.00	335	31	370	0	5	0
20120106_www2.rizospastis.gr_17b900db841facbbd3f68ba2a4e12c703b87be026a04d5327fbe8db3	34.88	78.19	22.44	0.00	0.00	0.00	147	41	508	0	7	0
20120106_www2.rizospastis.gr_18665201af634e4516347850ac8b93b189a9dc5afef07215610776d6	68.84	90.82	55.43	0.00	0.00	0.00	643	65	517	0	13	0
20120106_www2.rizospastis.gr_192ebf1d91bf44945b69ffe532fd55208a00dad187ea6a1ec0905d66	61.57	89.88	46.82	0.00	0.00	0.00	435	49	494	0	9	0
20120106_www2.rizospastis.gr_1b895aac5b12cff1e22636b8b6cd542c5ebbf56be436fba65f76a13b	63.18	90.81	48.44	0.00	0.00	0.00	326	33	347	0	5	0
20120106_www2.rizospastis.gr_207a2c2e5a14bcb14e360f2913c0761321c2fbe1c07aa6807136fa87	57.43	81.56	44.32	0.00	0.00	0.00	429	97	539	0	26	0
20120106_www2.rizospastis.gr_20e0677c0e89c5bff272a31239ccf96bac98928fa6fadee924282c30	80.55	91.72	71.81	0.00	0.00	0.00	1429	129	561	0	29	0
20120106_www2.rizospastis.gr_25c61b8b161b3e2a1228c717348a7202277b854cec56db41f3ca1fd0	83.69	94.64	75.01	0.00	0.00	0.00	1288	73	429	0	15	0
20120106_www2.rizospastis.gr_27192fd83b2742940e079905c57769efee7280c0f2a70e8b7fe1b109	83.19	94.02	74.60	0.00	0.00	0.00	1636	104	557	0	23	0
20120106_www2.rizospastis.gr_2a18d89155f262735d35e82738c20f88b2c5aed7ad87a9cd672b5df9	30.77	79.21	19.09	0.00	0.00	0.00	80	21	339	0	2	0
20120106_www2.rizospastis.gr_2bc56259d925e38b2f096ed4233e8951545100cf50ea2b55de1da2b7	66.14	91.30	51.85	0.00	0.00	0.00	546	52	507	0	10	0
20120106_www2.rizospastis.gr_2e4ebcd101dfe61b3fd5e7d24b5eee22eb38a8d6a4270f35a6f6ecd1	66.61	91.94	52.23	0.00	0.00	0.00	399	35	365	0	6	0
20120106_www2.rizospastis.gr_38caad2915651ddcf48231eb5f4ab64cd6a7b92c8c02b513f402d29e	64.29	93.06	49.11	0.00	0.00	0.00	496	37	514	0	6	0
20120106_www2.rizospastis.gr_3cb716eac237f1f7bcf5b28ff4d03f53d7ad825635a4075941062dcc	64.93	90.33	50.68	0.00	0.00	0.00	411	44	400	0	8	0
20120106_www2.rizospastis.gr_40e174dcabbfed720e29794f4110e6a8657fec6c336fb08a4a48e302	43.46	86.82	28.98	0.00	0.00	0.00	191	29	468	0	4	0
20120106_www2.rizospastis.gr_41d4e64dcd0c98b6230384caa2b7c344d9e5f29d2cede980c9903f76	80.09	93.71	69.93	0.00	0.00	0.00	1207	81	519	0	17	0
20120106_www2.rizospastis.gr_430c69c850ffdc7b9e57f46336bc5f1f7ac199c4e3b2a3e735d9bb6d	39.21	83.77	25.60	0.00	0.00	0.00	129	25	375	0	3	0
20120106_www2.rizospastis.gr_472bebbb3bde3519feba48dd832bf5562f2a8ffe11b80578ef8cd451	28.78	80.49	17.52	0.00	0.00	0.00	99	24	466	0	3	0
20120106_www2.rizospastis.gr_47c20c12563f82cfff24713ca108825f2bf598af601a270e78a7f104	65.18	91.59	50.60	0.00	0.00	0.00	425	39	415	0	7	0
20120106_www2.rizospastis.gr_4c627406ff6c4cfec9c51f5085dd6caa44978ae56797a0fb64af7695	65.43	90.49	51.24	0.00	0.00	0.00	352	37	335	0	6	0
20120106_www2.rizospastis.gr_4d11ee747c741ebcad413b52188a36f1922f883254420455c0cf3830	83.36	94.56	74.53	0.00	0.00	0.00	1147	66	392	0	13	0
20120106_www2.rizospastis.gr_4d37e32200422d807f569df7e6992257f777abf5d2f456f620f567a0	64.03	92.10	49.08	0.00	0.00	0.00	478	41	496	0	8	0
20120106_www2.rizospastis.gr_4e4eaf02db02876450dc459fd997fb8c7cecbab449aed2ed2326526a	69.58	91.65	56.07	0.00	0.00	0.00	494	45	387	0	8	0
20120106_www2.rizospastis.gr_540c1430ae93ee9b654f98ab6652d5ba0afe0afef7a919cb6de82216	49.03	92.34	33.38	0.00	0.00	0.00	253	21	505	0	2	0
20120106_www2.rizospastis.gr_5505e77f33afe449f01612674702318211fea8c9f3f20b1fe57fe24d	31.43	81.88	19.45	0.00	0.00	0.00	113	25	468	0	3	0
20120106_www2.rizospastis.gr_59047665d06bfe2a79a6cb23a841225acd543f670882bf5c5b8b9d61	45.37	86.85	30.70	0.00	0.00	0.00	218	33	492	0	5	0
20120106_www2.rizospastis.gr_65f79f0c8c9c7b88c9798ff946fe94a0aeb143d875f44cbc190102a2	58.99	87.34	44.53	0.00	0.00	0.00	338	49	421	0	9	0
20120106_www2.rizospastis.gr_678af7ac009631351103b1133ad2419cb3412dac5cf8172e0cfb560c	13.83	65.08	7.74	0.00	0.00	0.00	41	22	489	0	2	0
20120106_www2.rizospastis.gr_6877174498b98fffd102234307b963b4319128796e784e3eb00bfdc8	58.19	89.14	43.19	0.00	0.00	0.00	279	34	367	0	6	0
20120106_www2.rizospastis.gr_68fbda63e829aba5b058494248b50b863b84beff1dcb0215934ff8e6	41.90	85.20	27.78	0.00	0.00	0.00	190	33	494	0	5	0
20120106_www2.rizospastis.gr_6c1891ba7050580ca6c1d46be688b48b0f2000aac3b0b3eb370922bf	61.64	91.13	46.57	0.00	0.00	0.00	339	33	389	0	5	0
20120106_www2.rizospastis.gr_77a9cfc4cfcdf10fd694370b526db5c9631b237a912e5ba3ebdecb86	59.18	89.25	44.27	0.00	0.00	0.00	332	40	418	0	7	0
20120106_www2.rizospastis.gr_794ce5494a6a61481505e8466e6c6302ba5deeafaaec66597e860e91	67.99	92.29	53.81	0.00	0.00	0.00	395	33	339	0	5	0
20120106_www2.rizospastis.gr_7e8a0d053145e23ee184f445fcbe04cc4f3ca0381c3a43480af6b3f9	45.47	85.79	30.93	0.00	0.00	0.00	163	27	364	0	4	0
20120106_www2.rizospastis.gr_802011dc8844d88519901fcb001b74d86ff3d3a1ceec7f2f606b8712	36.43	87.04	23.04	0.00	0.00	0.00	141	21	471	0	2	0
20120106_www2.rizospastis.gr_824d41e3ab3aeed7f8f9b2a48ee515b195c2256a246d0b8999a78de5	74.99	92.62	62.99	0.00	0.00	0.00	640	51	376	0	10	0
20120106_www2.rizospastis.gr_83834f9b5d5acb15f6928e6ca81b31800fe1022147a409c44d54486f	54.92	89.10	39.70	0.00	0.00	0.00	237	29	360	0	4	0
20120106_www2.rizospastis.gr_8742a35a109d61d16361c27c501aebd7594421771ba863e966da307c	26.26	81.25	15.66	0.00	0.00	0.00	91	21	490	0	2	0
20120106_www2.rizospastis.gr_8801a69ab36bca4666c4fd3bd1ae2be6f40e36e7a5d2a3b130c06baa	90.92	93.28	88.67	0.00	0.00	0.00	4304	310	550	0	74	0
20120106_www2.rizospastis.gr_8e1358b4af8ab46e79216e8c3e5c757a4e602d1a9fd24cadbc05a47e	42.64	82.16	28.79	0.00	0.00	0.00	152	33	376	0	5	0
20120106_www2.rizospastis.gr_92c6d53173a3dde62f6b1f10e9bc3d63ad18a1fbfc0593cf938cd84c	46.20	90.23	31.05	0.00	0.00	0.00	231	25	513	0	3	0
20120106_www2.rizospastis.gr_96b17e3dcadc28f81603031e63512767bbe5746b0f3084a84a743970	61.76	91.01	46.73	0.00	0.00	0.00	415	41	473	0	7	0
20120106_www2.rizospastis.gr_987eb735663b2778b1d789a57bf7c111241aa8c44270b4d6196fb144	66.47	90.32	52.58	0.00	0.00	0.00	560	60	505	0	12	0
20120106_www2.rizospastis.gr_994b5549682886b3f7f65fe5e3b48366dc450fdaa1bbb9ffe1e49a2e	59.74	82.38	46.86	0.00	0.00	0.00	463	99	525	0	28	0
20120106_www2.rizospastis.gr_9d5722da123ccc80b1cfa389caa1e468a7c2224b6563e36d60398f8c	84.34	92.40	77.58	0.00	0.00	0.00	1786	147	516	0	34	0
20120106_www2.rizospastis.gr_a096022539ce8a38357c9ffd0d98f001a4a68a9fa0ecfcd6dc127cc2	69.84	93.43	55.77	0.00	0.00	0.00	469	33	372	0	5	0
20120106_www2.rizospastis.gr_a0f860cb41ae2c3b953cf235d185cf1712018cc407b444ab1e827c1b	55.79	88.14	40.82	0.00	0.00	0.00	260	35	377	0	6	0
20120106_www2.rizospastis.gr_a14266687c9550bad15861d319a720b922215c185def23cc898e60be	57.88	89.71	42.72	0.00	0.00	0.00	314	36	421	0	6	0
20120106_www2.rizospastis.gr_a1a26f86a33c6a34853eaea42092a9963f9085a492a93cfa6bec8c5d	68.72	86.39	57.05	0.00	0.00	0.00	514	81	387	0	18	0
20120106_www2.rizospastis.gr_a3080aeaea1dd8ee4dd9e8839eaee10dc733e3f6999b3dda4ed6da14	46.97	85.79	32.34	0.00	0.00	0.00	163	27	341	0	4	0
20120106_www2.rizospastis.gr_a4018310977f1a16c27c43ba3408b3bef6cc5d295f8b92259f011301	57.36	90.21	42.05	0.00	0.00	0.00	378	41	521	0	7	0
20120106_www2.rizospastis.gr_a7a091cc3d3f43051c1d9936b8c624431e06cc68b33122edaddc992c	64.83	94.44	49.35	0.00	0.00	0.00	493	29	506	0	4	0
20120106_www2.rizospastis.gr_ab25098eb16959b61f71e7c2f1b79cad7d068f0cbb7db91c4774ae51	42.88	81.87	29.04	0.00	0.00	0.00	149	33	364	0	5	0
20120106_www2.rizospastis.gr_ad541da5b1874e3bb732c7db1194b1b3677247fab8f11bfcdb0fd28a	77.26	92.38	66.40	0.00	0.00	0.00	1079	89	546	0	19	0
20120106_www2.rizospastis.gr_b2138c0b117a24a9b0c5c862bd74433afa9e267d5007d241ea613877	62.78	91.13	47.88	0.00	0.00	0.00	339	33	369	0	5	0
20120106_www2.rizospastis.gr_b23304fc4900dbe7d116417eb9f857e96965eee66000ac3aa40d1298	64.04	93.26	48.76	0.00	0.00	0.00	512	37	538	0	6	0
20120106_www2.rizospastis.gr_b3e6711c854a42bc40d55859741a6e06499617a1a7e4462fc15e7115	48.02	88.78	32.91	0.00	0.00	0.00	261	33	532	0	5	0
